flow_id,packet_count,total_bytes,avg_packet_size,avg_packet_rate,avg_inter_packet_time,endpoint_a,endpoint_b,_ws.col.Protocol,protocol_type,srcport,dstport,direction_packet_count_a_to_b,direction_packet_count_b_to_a,direction_total_bytes_a_to_b,direction_total_bytes_b_to_a
10.10.10.1:53.0-10.10.10.6:41098.0|UDP,2,174,87.0,6249.999999999999,0.00016,10.10.10.1:53.0,10.10.10.6:41098.0,DNS,UDP,41098.0,53.0,1.0,1.0,95.0,79.0
10.10.10.1:53.0-10.10.10.6:41146.0|UDP,2,172,86.0,9523.809523809523,0.000105,10.10.10.1:53.0,10.10.10.6:41146.0,DNS,UDP,41146.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:41179.0|UDP,2,229,114.5,10204.081632653062,9.8e-05,10.10.10.1:53.0,10.10.10.6:41179.0,DNS,UDP,41179.0,53.0,1.0,1.0,151.0,78.0
10.10.10.1:53.0-10.10.10.6:41194.0|UDP,2,172,86.0,10309.278350515464,9.7e-05,10.10.10.1:53.0,10.10.10.6:41194.0,DNS,UDP,41194.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:41197.0|UDP,2,174,87.0,8620.689655172413,0.000116,10.10.10.1:53.0,10.10.10.6:41197.0,DNS,UDP,41197.0,53.0,1.0,1.0,95.0,79.0
10.10.10.1:53.0-10.10.10.6:41250.0|UDP,2,172,86.0,5586.59217877095,0.000179,10.10.10.1:53.0,10.10.10.6:41250.0,DNS,UDP,41250.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:41349.0|UDP,2,172,86.0,9523.809523809523,0.000105,10.10.10.1:53.0,10.10.10.6:41349.0,DNS,UDP,41349.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:41373.0|UDP,2,172,86.0,10309.278350515464,9.7e-05,10.10.10.1:53.0,10.10.10.6:41373.0,DNS,UDP,41373.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:41392.0|UDP,2,172,86.0,5847.953216374269,0.000171,10.10.10.1:53.0,10.10.10.6:41392.0,DNS,UDP,41392.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:41395.0|UDP,2,172,86.0,10416.666666666666,9.6e-05,10.10.10.1:53.0,10.10.10.6:41395.0,DNS,UDP,41395.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:41405.0|UDP,2,172,86.0,10204.081632653062,9.8e-05,10.10.10.1:53.0,10.10.10.6:41405.0,DNS,UDP,41405.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:41427.0|UDP,2,229,114.5,10638.297872340427,9.4e-05,10.10.10.1:53.0,10.10.10.6:41427.0,DNS,UDP,41427.0,53.0,1.0,1.0,151.0,78.0
10.10.10.1:53.0-10.10.10.6:41452.0|UDP,2,172,86.0,10101.010101010103,9.9e-05,10.10.10.1:53.0,10.10.10.6:41452.0,DNS,UDP,41452.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:41471.0|UDP,2,634,317.0,76.06298014756217,0.013147,10.10.10.1:53.0,10.10.10.6:41471.0,DNS,UDP,41471.0,53.0,1.0,1.0,552.0,82.0
10.10.10.1:53.0-10.10.10.6:41520.0|UDP,2,172,86.0,10416.666666666666,9.6e-05,10.10.10.1:53.0,10.10.10.6:41520.0,DNS,UDP,41520.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:41529.0|UDP,2,172,86.0,10526.315789473683,9.5e-05,10.10.10.1:53.0,10.10.10.6:41529.0,DNS,UDP,41529.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:41556.0|UDP,2,228,114.0,10526.315789473683,9.5e-05,10.10.10.1:53.0,10.10.10.6:41556.0,DNS,UDP,41556.0,53.0,1.0,1.0,146.0,82.0
10.10.10.1:53.0-10.10.10.6:41580.0|UDP,2,172,86.0,10526.315789473683,9.5e-05,10.10.10.1:53.0,10.10.10.6:41580.0,DNS,UDP,41580.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:41586.0|UDP,2,172,86.0,9615.384615384615,0.000104,10.10.10.1:53.0,10.10.10.6:41586.0,DNS,UDP,41586.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:41618.0|UDP,2,164,82.0,14084.507042253521,7.1e-05,10.10.10.1:53.0,10.10.10.6:41618.0,DNS,UDP,41618.0,53.0,1.0,1.0,82.0,82.0
10.10.10.1:53.0-10.10.10.6:41619.0|UDP,2,172,86.0,10638.297872340427,9.4e-05,10.10.10.1:53.0,10.10.10.6:41619.0,DNS,UDP,41619.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:41665.0|UDP,2,174,87.0,13888.888888888889,7.2e-05,10.10.10.1:53.0,10.10.10.6:41665.0,DNS,UDP,41665.0,53.0,1.0,1.0,95.0,79.0
10.10.10.1:53.0-10.10.10.6:41712.0|UDP,2,229,114.5,10309.278350515464,9.7e-05,10.10.10.1:53.0,10.10.10.6:41712.0,DNS,UDP,41712.0,53.0,1.0,1.0,151.0,78.0
10.10.10.1:53.0-10.10.10.6:41728.0|UDP,2,172,86.0,6249.999999999999,0.00016,10.10.10.1:53.0,10.10.10.6:41728.0,DNS,UDP,41728.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:41769.0|UDP,2,229,114.5,10989.010989010989,9.1e-05,10.10.10.1:53.0,10.10.10.6:41769.0,DNS,UDP,41769.0,53.0,1.0,1.0,151.0,78.0
10.10.10.1:53.0-10.10.10.6:41773.0|UDP,2,174,87.0,10526.315789473683,9.5e-05,10.10.10.1:53.0,10.10.10.6:41773.0,DNS,UDP,41773.0,53.0,1.0,1.0,95.0,79.0
10.10.10.1:53.0-10.10.10.6:41826.0|UDP,2,172,86.0,10526.315789473683,9.5e-05,10.10.10.1:53.0,10.10.10.6:41826.0,DNS,UDP,41826.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:41840.0|UDP,2,172,86.0,8196.72131147541,0.000122,10.10.10.1:53.0,10.10.10.6:41840.0,DNS,UDP,41840.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:41868.0|UDP,2,192,96.0,10204.081632653062,9.8e-05,10.10.10.1:53.0,10.10.10.6:41868.0,DNS,UDP,41868.0,53.0,1.0,1.0,104.0,88.0
10.10.10.1:53.0-10.10.10.6:41904.0|UDP,2,229,114.5,8547.008547008547,0.000117,10.10.10.1:53.0,10.10.10.6:41904.0,DNS,UDP,41904.0,53.0,1.0,1.0,151.0,78.0
10.10.10.1:53.0-10.10.10.6:41922.0|UDP,2,164,82.0,27777.777777777777,3.6e-05,10.10.10.1:53.0,10.10.10.6:41922.0,DNS,UDP,41922.0,53.0,1.0,1.0,82.0,82.0
10.10.10.1:53.0-10.10.10.6:41956.0|UDP,2,172,86.0,4761.9047619047615,0.00021,10.10.10.1:53.0,10.10.10.6:41956.0,DNS,UDP,41956.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:41998.0|UDP,2,172,86.0,10526.315789473683,9.5e-05,10.10.10.1:53.0,10.10.10.6:41998.0,DNS,UDP,41998.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:42026.0|UDP,2,192,96.0,10526.315789473683,9.5e-05,10.10.10.1:53.0,10.10.10.6:42026.0,DNS,UDP,42026.0,53.0,1.0,1.0,104.0,88.0
10.10.10.1:53.0-10.10.10.6:42028.0|UDP,2,228,114.0,8849.557522123894,0.000113,10.10.10.1:53.0,10.10.10.6:42028.0,DNS,UDP,42028.0,53.0,1.0,1.0,146.0,82.0
10.10.10.1:53.0-10.10.10.6:42031.0|UDP,2,192,96.0,10416.666666666666,9.6e-05,10.10.10.1:53.0,10.10.10.6:42031.0,DNS,UDP,42031.0,53.0,1.0,1.0,104.0,88.0
10.10.10.1:53.0-10.10.10.6:42065.0|UDP,2,172,86.0,10416.666666666666,9.6e-05,10.10.10.1:53.0,10.10.10.6:42065.0,DNS,UDP,42065.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:42068.0|UDP,2,172,86.0,10309.278350515464,9.7e-05,10.10.10.1:53.0,10.10.10.6:42068.0,DNS,UDP,42068.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:42077.0|UDP,2,228,114.0,12820.51282051282,7.8e-05,10.10.10.1:53.0,10.10.10.6:42077.0,DNS,UDP,42077.0,53.0,1.0,1.0,146.0,82.0
10.10.10.1:53.0-10.10.10.6:42078.0|UDP,2,172,86.0,10000.0,0.0001,10.10.10.1:53.0,10.10.10.6:42078.0,DNS,UDP,42078.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:42113.0|UDP,2,229,114.5,10526.315789473683,9.5e-05,10.10.10.1:53.0,10.10.10.6:42113.0,DNS,UDP,42113.0,53.0,1.0,1.0,151.0,78.0
10.10.10.1:53.0-10.10.10.6:42119.0|UDP,2,229,114.5,11363.636363636364,8.8e-05,10.10.10.1:53.0,10.10.10.6:42119.0,DNS,UDP,42119.0,53.0,1.0,1.0,151.0,78.0
10.10.10.1:53.0-10.10.10.6:42138.0|UDP,2,634,317.0,76.76364473785215,0.013027,10.10.10.1:53.0,10.10.10.6:42138.0,DNS,UDP,42138.0,53.0,1.0,1.0,552.0,82.0
10.10.10.1:53.0-10.10.10.6:42192.0|UDP,2,172,86.0,8130.081300813007,0.000123,10.10.10.1:53.0,10.10.10.6:42192.0,DNS,UDP,42192.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:42195.0|UDP,2,229,114.5,11235.955056179775,8.9e-05,10.10.10.1:53.0,10.10.10.6:42195.0,DNS,UDP,42195.0,53.0,1.0,1.0,151.0,78.0
10.10.10.1:53.0-10.10.10.6:42197.0|UDP,2,229,114.5,6024.096385542169,0.000166,10.10.10.1:53.0,10.10.10.6:42197.0,DNS,UDP,42197.0,53.0,1.0,1.0,151.0,78.0
10.10.10.1:53.0-10.10.10.6:42259.0|UDP,2,172,86.0,11904.761904761905,8.4e-05,10.10.10.1:53.0,10.10.10.6:42259.0,DNS,UDP,42259.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:42263.0|UDP,2,172,86.0,10204.081632653062,9.8e-05,10.10.10.1:53.0,10.10.10.6:42263.0,DNS,UDP,42263.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:42342.0|UDP,2,172,86.0,6329.113924050634,0.000158,10.10.10.1:53.0,10.10.10.6:42342.0,DNS,UDP,42342.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:42399.0|UDP,2,172,86.0,11627.906976744185,8.6e-05,10.10.10.1:53.0,10.10.10.6:42399.0,DNS,UDP,42399.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:42462.0|UDP,2,172,86.0,10416.666666666666,9.6e-05,10.10.10.1:53.0,10.10.10.6:42462.0,DNS,UDP,42462.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:42466.0|UDP,2,192,96.0,10752.688172043012,9.3e-05,10.10.10.1:53.0,10.10.10.6:42466.0,DNS,UDP,42466.0,53.0,1.0,1.0,104.0,88.0
10.10.10.1:53.0-10.10.10.6:42528.0|UDP,2,172,86.0,10638.297872340427,9.4e-05,10.10.10.1:53.0,10.10.10.6:42528.0,DNS,UDP,42528.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:42557.0|UDP,2,229,114.5,10416.666666666666,9.6e-05,10.10.10.1:53.0,10.10.10.6:42557.0,DNS,UDP,42557.0,53.0,1.0,1.0,151.0,78.0
10.10.10.1:53.0-10.10.10.6:42568.0|UDP,2,172,86.0,10416.666666666666,9.6e-05,10.10.10.1:53.0,10.10.10.6:42568.0,DNS,UDP,42568.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:42569.0|UDP,2,228,114.0,10204.081632653062,9.8e-05,10.10.10.1:53.0,10.10.10.6:42569.0,DNS,UDP,42569.0,53.0,1.0,1.0,146.0,82.0
10.10.10.1:53.0-10.10.10.6:42574.0|UDP,2,174,87.0,9090.90909090909,0.00011,10.10.10.1:53.0,10.10.10.6:42574.0,DNS,UDP,42574.0,53.0,1.0,1.0,95.0,79.0
10.10.10.1:53.0-10.10.10.6:42584.0|UDP,2,174,87.0,10416.666666666666,9.6e-05,10.10.10.1:53.0,10.10.10.6:42584.0,DNS,UDP,42584.0,53.0,1.0,1.0,95.0,79.0
10.10.10.1:53.0-10.10.10.6:42585.0|UDP,2,172,86.0,10526.315789473683,9.5e-05,10.10.10.1:53.0,10.10.10.6:42585.0,DNS,UDP,42585.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:42612.0|UDP,2,172,86.0,10309.278350515464,9.7e-05,10.10.10.1:53.0,10.10.10.6:42612.0,DNS,UDP,42612.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:42617.0|UDP,2,174,87.0,10416.666666666666,9.6e-05,10.10.10.1:53.0,10.10.10.6:42617.0,DNS,UDP,42617.0,53.0,1.0,1.0,95.0,79.0
10.10.10.1:53.0-10.10.10.6:42622.0|UDP,2,229,114.5,11235.955056179775,8.9e-05,10.10.10.1:53.0,10.10.10.6:42622.0,DNS,UDP,42622.0,53.0,1.0,1.0,151.0,78.0
10.10.10.1:53.0-10.10.10.6:42829.0|UDP,2,172,86.0,10309.278350515464,9.7e-05,10.10.10.1:53.0,10.10.10.6:42829.0,DNS,UDP,42829.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:42859.0|UDP,2,172,86.0,10416.666666666666,9.6e-05,10.10.10.1:53.0,10.10.10.6:42859.0,DNS,UDP,42859.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:42872.0|UDP,2,172,86.0,10000.0,0.0001,10.10.10.1:53.0,10.10.10.6:42872.0,DNS,UDP,42872.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:42876.0|UDP,2,164,82.0,10638.297872340427,9.4e-05,10.10.10.1:53.0,10.10.10.6:42876.0,DNS,UDP,42876.0,53.0,1.0,1.0,82.0,82.0
10.10.10.1:53.0-10.10.10.6:42904.0|UDP,2,172,86.0,10309.278350515464,9.7e-05,10.10.10.1:53.0,10.10.10.6:42904.0,DNS,UDP,42904.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:42913.0|UDP,2,192,96.0,11235.955056179775,8.9e-05,10.10.10.1:53.0,10.10.10.6:42913.0,DNS,UDP,42913.0,53.0,1.0,1.0,104.0,88.0
10.10.10.1:53.0-10.10.10.6:42959.0|UDP,2,172,86.0,9009.009009009009,0.000111,10.10.10.1:53.0,10.10.10.6:42959.0,DNS,UDP,42959.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:42967.0|UDP,2,228,114.0,10309.278350515464,9.7e-05,10.10.10.1:53.0,10.10.10.6:42967.0,DNS,UDP,42967.0,53.0,1.0,1.0,146.0,82.0
10.10.10.1:53.0-10.10.10.6:42997.0|UDP,2,192,96.0,13698.630136986301,7.3e-05,10.10.10.1:53.0,10.10.10.6:42997.0,DNS,UDP,42997.0,53.0,1.0,1.0,104.0,88.0
10.10.10.1:53.0-10.10.10.6:43004.0|UDP,2,634,317.0,3.730633349623766,0.268051,10.10.10.1:53.0,10.10.10.6:43004.0,DNS,UDP,43004.0,53.0,1.0,1.0,552.0,82.0
10.10.10.1:53.0-10.10.10.6:43013.0|UDP,2,172,86.0,10752.688172043012,9.3e-05,10.10.10.1:53.0,10.10.10.6:43013.0,DNS,UDP,43013.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43017.0|UDP,2,172,86.0,11363.636363636364,8.8e-05,10.10.10.1:53.0,10.10.10.6:43017.0,DNS,UDP,43017.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43019.0|UDP,2,164,82.0,14285.714285714286,7e-05,10.10.10.1:53.0,10.10.10.6:43019.0,DNS,UDP,43019.0,53.0,1.0,1.0,82.0,82.0
10.10.10.1:53.0-10.10.10.6:43029.0|UDP,2,192,96.0,10416.666666666666,9.6e-05,10.10.10.1:53.0,10.10.10.6:43029.0,DNS,UDP,43029.0,53.0,1.0,1.0,104.0,88.0
10.10.10.1:53.0-10.10.10.6:43076.0|UDP,2,172,86.0,10416.666666666666,9.6e-05,10.10.10.1:53.0,10.10.10.6:43076.0,DNS,UDP,43076.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43088.0|UDP,2,172,86.0,6172.839506172839,0.000162,10.10.10.1:53.0,10.10.10.6:43088.0,DNS,UDP,43088.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43102.0|UDP,2,229,114.5,10101.010101010103,9.9e-05,10.10.10.1:53.0,10.10.10.6:43102.0,DNS,UDP,43102.0,53.0,1.0,1.0,151.0,78.0
10.10.10.1:53.0-10.10.10.6:43119.0|UDP,2,174,87.0,5555.555555555556,0.00018,10.10.10.1:53.0,10.10.10.6:43119.0,DNS,UDP,43119.0,53.0,1.0,1.0,95.0,79.0
10.10.10.1:53.0-10.10.10.6:43121.0|UDP,2,228,114.0,9345.794392523365,0.000107,10.10.10.1:53.0,10.10.10.6:43121.0,DNS,UDP,43121.0,53.0,1.0,1.0,146.0,82.0
10.10.10.1:53.0-10.10.10.6:43201.0|UDP,2,172,86.0,8771.929824561403,0.000114,10.10.10.1:53.0,10.10.10.6:43201.0,DNS,UDP,43201.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43220.0|UDP,2,174,87.0,6578.9473684210525,0.000152,10.10.10.1:53.0,10.10.10.6:43220.0,DNS,UDP,43220.0,53.0,1.0,1.0,95.0,79.0
10.10.10.1:53.0-10.10.10.6:43256.0|UDP,2,229,114.5,10204.081632653062,9.8e-05,10.10.10.1:53.0,10.10.10.6:43256.0,DNS,UDP,43256.0,53.0,1.0,1.0,151.0,78.0
10.10.10.1:53.0-10.10.10.6:43279.0|UDP,2,172,86.0,10416.666666666666,9.6e-05,10.10.10.1:53.0,10.10.10.6:43279.0,DNS,UDP,43279.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43292.0|UDP,2,172,86.0,6493.506493506494,0.000154,10.10.10.1:53.0,10.10.10.6:43292.0,DNS,UDP,43292.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43331.0|UDP,2,172,86.0,8130.081300813007,0.000123,10.10.10.1:53.0,10.10.10.6:43331.0,DNS,UDP,43331.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43357.0|UDP,2,172,86.0,8064.516129032258,0.000124,10.10.10.1:53.0,10.10.10.6:43357.0,DNS,UDP,43357.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43358.0|UDP,2,229,114.5,10204.081632653062,9.8e-05,10.10.10.1:53.0,10.10.10.6:43358.0,DNS,UDP,43358.0,53.0,1.0,1.0,151.0,78.0
10.10.10.1:53.0-10.10.10.6:43359.0|UDP,2,172,86.0,10416.666666666666,9.6e-05,10.10.10.1:53.0,10.10.10.6:43359.0,DNS,UDP,43359.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43398.0|UDP,2,172,86.0,10309.278350515464,9.7e-05,10.10.10.1:53.0,10.10.10.6:43398.0,DNS,UDP,43398.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43445.0|UDP,2,172,86.0,9009.009009009009,0.000111,10.10.10.1:53.0,10.10.10.6:43445.0,DNS,UDP,43445.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43538.0|UDP,2,172,86.0,10309.278350515464,9.7e-05,10.10.10.1:53.0,10.10.10.6:43538.0,DNS,UDP,43538.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43552.0|UDP,2,172,86.0,10416.666666666666,9.6e-05,10.10.10.1:53.0,10.10.10.6:43552.0,DNS,UDP,43552.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43575.0|UDP,2,228,114.0,10101.010101010103,9.9e-05,10.10.10.1:53.0,10.10.10.6:43575.0,DNS,UDP,43575.0,53.0,1.0,1.0,146.0,82.0
10.10.10.1:53.0-10.10.10.6:43583.0|UDP,2,172,86.0,10526.315789473683,9.5e-05,10.10.10.1:53.0,10.10.10.6:43583.0,DNS,UDP,43583.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43600.0|UDP,2,172,86.0,10752.688172043012,9.3e-05,10.10.10.1:53.0,10.10.10.6:43600.0,DNS,UDP,43600.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43620.0|UDP,2,229,114.5,9900.990099009901,0.000101,10.10.10.1:53.0,10.10.10.6:43620.0,DNS,UDP,43620.0,53.0,1.0,1.0,151.0,78.0
10.10.10.1:53.0-10.10.10.6:43622.0|UDP,2,172,86.0,10526.315789473683,9.5e-05,10.10.10.1:53.0,10.10.10.6:43622.0,DNS,UDP,43622.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43661.0|UDP,2,172,86.0,10638.297872340427,9.4e-05,10.10.10.1:53.0,10.10.10.6:43661.0,DNS,UDP,43661.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43689.0|UDP,2,172,86.0,10416.666666666666,9.6e-05,10.10.10.1:53.0,10.10.10.6:43689.0,DNS,UDP,43689.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43695.0|UDP,2,370,185.0,44.88330341113106,0.02228,10.10.10.1:53.0,10.10.10.6:43695.0,DNS,UDP,43695.0,53.0,1.0,1.0,292.0,78.0
10.10.10.1:53.0-10.10.10.6:43712.0|UDP,4,393,98.25,2.5007871962179215e-07,3998740.882520333,10.10.10.1:53.0,10.10.10.6:43712.0,DNS,UDP,43712.0,53.0,2.0,2.0,233.0,160.0
10.10.10.1:53.0-10.10.10.6:43716.0|UDP,2,172,86.0,10309.278350515464,9.7e-05,10.10.10.1:53.0,10.10.10.6:43716.0,DNS,UDP,43716.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43719.0|UDP,4,344,86.0,0.001794687710378715,557.2000043333334,10.10.10.1:53.0,10.10.10.6:43719.0,DNS,UDP,43719.0,53.0,2.0,2.0,188.0,156.0
10.10.10.1:53.0-10.10.10.6:43732.0|UDP,2,172,86.0,10416.666666666666,9.6e-05,10.10.10.1:53.0,10.10.10.6:43732.0,DNS,UDP,43732.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43741.0|UDP,2,164,82.0,32258.06451612903,3.1e-05,10.10.10.1:53.0,10.10.10.6:43741.0,DNS,UDP,43741.0,53.0,1.0,1.0,82.0,82.0
10.10.10.1:53.0-10.10.10.6:43744.0|UDP,2,172,86.0,9174.311926605504,0.000109,10.10.10.1:53.0,10.10.10.6:43744.0,DNS,UDP,43744.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43781.0|UDP,2,229,114.5,9900.990099009901,0.000101,10.10.10.1:53.0,10.10.10.6:43781.0,DNS,UDP,43781.0,53.0,1.0,1.0,151.0,78.0
10.10.10.1:53.0-10.10.10.6:43800.0|UDP,2,229,114.5,10638.297872340427,9.4e-05,10.10.10.1:53.0,10.10.10.6:43800.0,DNS,UDP,43800.0,53.0,1.0,1.0,151.0,78.0
10.10.10.1:53.0-10.10.10.6:43808.0|UDP,2,172,86.0,8928.57142857143,0.000112,10.10.10.1:53.0,10.10.10.6:43808.0,DNS,UDP,43808.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43828.0|UDP,2,172,86.0,10416.666666666666,9.6e-05,10.10.10.1:53.0,10.10.10.6:43828.0,DNS,UDP,43828.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43830.0|UDP,2,229,114.5,7092.198581560283,0.000141,10.10.10.1:53.0,10.10.10.6:43830.0,DNS,UDP,43830.0,53.0,1.0,1.0,151.0,78.0
10.10.10.1:53.0-10.10.10.6:43850.0|UDP,2,172,86.0,10416.666666666666,9.6e-05,10.10.10.1:53.0,10.10.10.6:43850.0,DNS,UDP,43850.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43853.0|UDP,2,172,86.0,10204.081632653062,9.8e-05,10.10.10.1:53.0,10.10.10.6:43853.0,DNS,UDP,43853.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43929.0|UDP,2,164,82.0,26315.78947368421,3.8e-05,10.10.10.1:53.0,10.10.10.6:43929.0,DNS,UDP,43929.0,53.0,1.0,1.0,82.0,82.0
10.10.10.1:53.0-10.10.10.6:43956.0|UDP,2,172,86.0,10309.278350515464,9.7e-05,10.10.10.1:53.0,10.10.10.6:43956.0,DNS,UDP,43956.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43963.0|UDP,2,172,86.0,5128.205128205128,0.000195,10.10.10.1:53.0,10.10.10.6:43963.0,DNS,UDP,43963.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:43999.0|UDP,2,229,114.5,10309.278350515464,9.7e-05,10.10.10.1:53.0,10.10.10.6:43999.0,DNS,UDP,43999.0,53.0,1.0,1.0,151.0,78.0
10.10.10.1:53.0-10.10.10.6:44025.0|UDP,2,172,86.0,10416.666666666666,9.6e-05,10.10.10.1:53.0,10.10.10.6:44025.0,DNS,UDP,44025.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:44041.0|UDP,2,172,86.0,10638.297872340427,9.4e-05,10.10.10.1:53.0,10.10.10.6:44041.0,DNS,UDP,44041.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:44044.0|UDP,2,172,86.0,4975.124378109453,0.000201,10.10.10.1:53.0,10.10.10.6:44044.0,DNS,UDP,44044.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:44075.0|UDP,2,172,86.0,10416.666666666666,9.6e-05,10.10.10.1:53.0,10.10.10.6:44075.0,DNS,UDP,44075.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:44122.0|UDP,2,172,86.0,10526.315789473683,9.5e-05,10.10.10.1:53.0,10.10.10.6:44122.0,DNS,UDP,44122.0,53.0,1.0,1.0,94.0,78.0
10.10.10.1:53.0-10.10.10.6:44164.0|UDP,2,192,96.0,15151.51515151515,6.6e-05,10.10.10.1:53.0,10.10.10.6:44164.0,DNS,UDP,44164.0,53.0,1.0,1.0,104.0,88.0
10.10.10.1:53.0-10.10.10.6:44227.0|UDP,2,229,114.5,10204.081632653062,9.8e-05,10.10.10.1:53.0,10.10.10.6:44227.0,DNS,UDP,44227.0,53.0,1.0,1.0,151.0,78.0
